timestamp,coin,price
2025-10-27 17-35-57,bitcoin,115365
2025-10-27 17-35-57,ethereum,4163.35
2025-10-27 17-35-57,tether,1.0
2025-10-27 17-35-57,binancecoin,1177.19
2025-10-27 17-35-57,ripple,2.63
2025-10-27 17-35-57,solana,200.06
2025-10-27 17-35-57,usd-coin,0.999862
2025-10-27 17-35-57,staked-ether,4159.2
2025-10-27 17-35-57,dogecoin,0.203238
2025-10-27 17-35-57,tron,0.299948
